Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Materiais de Escritório;Columbus;United States;Ryan Crowe;25/08/2014;CA-2014-115259;43229;Xerox 1921;Leste;Pessoa Física;27/08/2014;Correios;Enviado com antecedência;Ohio;Paper;0,20;7;3;24
Materiais de Escritório;Columbus;United States;Ryan Crowe;25/08/2014;CA-2014-115259;43229;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;Leste;Pessoa Física;27/08/2014;Correios;Enviado com antecedência;Ohio;Envelopes;0,20;44;6;130
Móveis;Seattle;United States;Dave Kipp;02/03/2015;CA-2015-110457;98103;Hon Racetrack Conference Tables;Oeste;Pessoa Física;06/03/2015;Padrão;Enviado com antecedência;Washington;Tables;0,00;165;3;788
Materiais de Escritório;Bristol;United States;Greg Guthrie;05/04/2015;US-2015-136476;37620;GBC DocuBind 300 Electric Binding Machine;Sul;Corporativo;10/04/2015;Padrão;Enviado com antecedência;Tennessee;Binders;0,70;-116;1;158
Móveis;Wilmington;United States;Steven Cartwright;12/06/2016;CA-2016-103730;19805;Artistic Insta-Plaque;Leste;Pessoa Física;15/06/2016;Urgente;Envio tardio;Delaware;Furnishings;0,00;18;3;47
Materiais de Escritório;Wilmington;United States;Steven Cartwright;12/06/2016;CA-2016-103730;19805;DXL Angle-View Binders with Locking Rings by Samsill;Leste;Pessoa Física;15/06/2016;Urgente;Envio tardio;Delaware;Binders;0,00;14;4;31
Materiais de Escritório;Wilmington;United States;Steven Cartwright;12/06/2016;CA-2016-103730;19805;Companion Letter/Legal File, Black;Leste;Pessoa Física;15/06/2016;Urgente;Envio tardio;Delaware;Storage;0,00;63;6;227
Materiais de Escritório;Wilmington;United States;Steven Cartwright;12/06/2016;CA-2016-103730;19805;Globe Weis Peel & Seel First Class Envelopes;Leste;Pessoa Física;15/06/2016;Urgente;Envio tardio;Delaware;Envelopes;0,00;52;9;115
Tecnologia;Wilmington;United States;Steven Cartwright;12/06/2016;CA-2016-103730;19805;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;Leste;Pessoa Física;15/06/2016;Urgente;Envio tardio;Delaware;Phones;0,00;20;7;68
Móveis;Houston;United States;Alan Dominguez;26/12/2014;US-2014-152030;77041;Global Deluxe High-Back Manager's Chair;Central;Pequenas Empresas;28/12/2014;Correios;Enviado com antecedência;Texas;Chairs;0,30;-9;3;601
Móveis;Bloomington;United States;Philip Fox;20/09/2014;US-2014-134614;61701;Bevis 44 x 96 Conference Tables;Central;Pessoa Física;25/09/2014;Padrão;Enviado com antecedência;Illinois;Tables;0,50;-408;6;618
Materiais de Escritório;Phoenix;United States;Troy Staebel;05/11/2017;US-2017-107272;85023;Avery Durable Slant Ring Binders, No Labels;Oeste;Pessoa Física;12/11/2017;Padrão;Envio tardio;Arizona;Binders;0,70;-2;2;2
Materiais de Escritório;Phoenix;United States;Troy Staebel;05/11/2017;US-2017-107272;85023;Trav-L-File Heavy-Duty Shuttle II, Black;Oeste;Pessoa Física;12/11/2017;Padrão;Envio tardio;Arizona;Storage;0,20;30;7;244
Móveis;Los Angeles;United States;Lindsay Shagiari;06/11/2016;US-2016-125969;90004;Global Task Chair, Black;Oeste;Pequenas Empresas;10/11/2016;Correios;Envio tardio;California;Chairs;0,20;-9;2;81
Móveis;Los Angeles;United States;Lindsay Shagiari;06/11/2016;US-2016-125969;90004;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;Oeste;Pequenas Empresas;10/11/2016;Correios;Envio tardio;California;Furnishings;0,00;26;3;239
Tecnologia;Columbus;United States;Dorothy Wardle;02/02/2017;US-2017-164147;43229;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;Leste;Corporativo;05/02/2017;Urgente;Envio tardio;Ohio;Phones;0,40;-12;5;60
Materiais de Escritório;Columbus;United States;Dorothy Wardle;02/02/2017;US-2017-164147;43229;Xerox 1916;Leste;Corporativo;05/02/2017;Urgente;Envio tardio;Ohio;Paper;0,20;29;2;78
Materiais de Escritório;Columbus;United States;Dorothy Wardle;02/02/2017;US-2017-164147;43229;Staples;Leste;Corporativo;05/02/2017;Urgente;Envio tardio;Ohio;Fasteners;0,20;7;9;21
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Xerox 195;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Paper;0,00;10;3;20
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Xerox 1880;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Paper;0,00;17;1;35
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Sanford Colorific Colored Pencils, 12/Box;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Art;0,00;3;4;12
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Ideal Clamps;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Fasteners;0,00;2;2;4
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;GBC Wire Binding Strips;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Binders;0,20;27;3;76
Materiais de Escritório;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Fiskars Softgrip Scissors;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Supplies;0,00;18;6;66
Móveis;Roseville;United States;Lena Creighton;13/10/2016;CA-2016-145583;95661;Longer-Life Soft White Bulbs;Oeste;Pessoa Física;19/10/2016;Padrão;Enviado no dia;California;Furnishings;0,00;21;14;43
Móveis;Philadelphia;United States;Jonathan Doherty;05/09/2016;CA-2016-110366;19140;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";Leste;Corporativo;07/09/2016;Correios;Enviado com antecedência;Pennsylvania;Furnishings;0,20;10;2;83
Materiais de Escritório;San Francisco;United States;Sally Hughsby;18/09/2017;CA-2017-106180;94122;Newell 343;Oeste;Corporativo;23/09/2017;Padrão;Enviado com antecedência;California;Art;0,00;2;3;9
Materiais de Escritório;San Francisco;United States;Sally Hughsby;18/09/2017;CA-2017-106180;94122;Convenience Packs of Business Envelopes;Oeste;Corporativo;23/09/2017;Padrão;Enviado com antecedência;California;Envelopes;0,00;5;3;11
Materiais de Escritório;San Francisco;United States;Sally Hughsby;18/09/2017;CA-2017-106180;94122;Xerox 1911;Oeste;Corporativo;23/09/2017;Padrão;Enviado com antecedência;California;Paper;0,00;69;3;144
Materiais de Escritório;Independence;United States;Sandra Glassco;22/12/2017;CA-2017-155376;64055;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;Central;Pessoa Física;27/12/2017;Padrão;Enviado com antecedência;Missouri;Appliances;0,00;218;3;839
Materiais de Escritório;Pasadena;United States;Helen Andreada;07/09/2015;CA-2015-110744;91104;Safco Industrial Wire Shelving;Oeste;Pessoa Física;12/09/2015;Padrão;Enviado com antecedência;California;Storage;0,00;20;7;672
Móveis;Newark;United States;Maureen Gastineau;22/10/2014;CA-2014-110072;43055;"Seth Thomas 14"" Putty-Colored Wall Clock";Leste;Pequenas Empresas;28/10/2014;Padrão;Enviado no dia;Ohio;Furnishings;0,20;13;4;94
Tecnologia;Franklin;United States;Justin Ellison;05/12/2016;CA-2016-114489;53132;Plantronics Cordless Phone Headset with In-line Volume - M214C;Central;Corporativo;09/12/2016;Padrão;Enviado com antecedência;Wisconsin;Phones;0,00;104;11;384
Tecnologia;Franklin;United States;Justin Ellison;05/12/2016;CA-2016-114489;53132;Anker Astro 15000mAh USB Portable Charger;Central;Corporativo;09/12/2016;Padrão;Enviado com antecedência;Wisconsin;Phones;0,00;6;3;150
Móveis;Franklin;United States;Justin Ellison;05/12/2016;CA-2016-114489;53132;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Central;Corporativo;09/12/2016;Padrão;Enviado com antecedência;Wisconsin;Chairs;0,00;586;8;1.952
Materiais de Escritório;Franklin;United States;Justin Ellison;05/12/2016;CA-2016-114489;53132;GBC Prestige Therm-A-Bind Covers;Central;Corporativo;09/12/2016;Padrão;Enviado com antecedência;Wisconsin;Binders;0,00;81;5;172
Materiais de Escritório;Scottsdale;United States;Tamara Willingham;13/03/2016;CA-2016-158834;85254;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;Oeste;Pequenas Empresas;16/03/2016;Urgente;Envio tardio;Arizona;Appliances;0,20;18;5;158
Tecnologia;Scottsdale;United States;Tamara Willingham;13/03/2016;CA-2016-158834;85254;Jabra BIZ 2300 Duo QD Duo Corded Headset;Oeste;Pequenas Empresas;16/03/2016;Urgente;Envio tardio;Arizona;Phones;0,20;15;2;203
Materiais de Escritório;San Jose;United States;Stephanie Phelps;31/05/2015;CA-2015-124919;95123;Southworth 25% Cotton Antique Laid Paper & Envelopes;Oeste;Corporativo;02/06/2015;Urgente;Envio tardio;California;Paper;0,00;26;7;58
Materiais de Escritório;San Jose;United States;Stephanie Phelps;31/05/2015;CA-2015-124919;95123;Xerox 1883;Oeste;Corporativo;02/06/2015;Urgente;Envio tardio;California;Paper;0,00;49;4;106
Materiais de Escritório;San Jose;United States;Stephanie Phelps;31/05/2015;CA-2015-124919;95123;Tenex Personal Project File with Scoop Front Design, Black;Oeste;Corporativo;02/06/2015;Urgente;Envio tardio;California;Storage;0,00;21;6;81
Materiais de Escritório;Seattle;United States;Neil Knudson;28/05/2015;CA-2015-118948;98105;Newell 311;Oeste;Pequenas Empresas;03/06/2015;Padrão;Enviado no dia;Washington;Art;0,00;2;3;7
Móveis;Seattle;United States;Dave Brooks;01/03/2014;CA-2014-104269;98115;Global Deluxe High-Back Manager's Chair;Oeste;Pessoa Física;06/03/2014;Correios;Envio tardio;Washington;Chairs;0,20;51;2;458
Materiais de Escritório;Edmond;United States;Nora Paige;20/11/2016;CA-2016-114104;73034;Avery 519;Central;Pessoa Física;24/11/2016;Padrão;Enviado com antecedência;Oklahoma;Labels;0,00;7;2;15
Tecnologia;Edmond;United States;Nora Paige;20/11/2016;CA-2016-114104;73034;Avaya 5420 Digital phone;Central;Pessoa Física;24/11/2016;Padrão;Enviado com antecedência;Oklahoma;Phones;0,00;236;7;945
Materiais de Escritório;Los Angeles;United States;Ted Trevino;11/05/2016;CA-2016-162733;90045;Xerox 1920;Oeste;Pessoa Física;12/05/2016;Urgente;Enviado no dia;California;Paper;0,00;3;1;6
Tecnologia;Philadelphia;United States;Eric Murdock;28/12/2015;CA-2015-119697;19134;Lenovo 17-Key USB Numeric Keypad;Leste;Pessoa Física;31/12/2015;Correios;Enviado no dia;Pennsylvania;Accessories;0,20;1;2;54
Materiais de Escritório;Carlsbad;United States;Ruben Dartt;16/11/2016;CA-2016-154508;88220;Staple envelope;Oeste;Pessoa Física;20/11/2016;Padrão;Enviado com antecedência;New Mexico;Envelopes;0,00;13;5;28
Materiais de Escritório;Seattle;United States;Max Jones;07/11/2016;CA-2016-113817;98115;Wilson Jones International Size A4 Ring Binders;Oeste;Pessoa Física;11/11/2016;Padrão;Enviado com antecedência;Washington;Binders;0,20;10;2;28
Materiais de Escritório;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;BIC Brite Liner Highlighters;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Art;0,20;3;3;10
Tecnologia;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;Lexmark MX611dhe Monochrome Laser Printer;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Machines;0,40;-1.360;8;8.160
Materiais de Escritório;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;Space Solutions HD Industrial Steel Shelving.;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Storage;0,20;-59;3;276
Móveis;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;SAFCO Arco Folding Chair;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Chairs;0,30;-25;9;1.740
Materiais de Escritório;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;Sanford Liquid Accent Highlighters;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Art;0,20;7;6;32
Materiais de Escritório;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;Kensington 7 Outlet MasterPiece Power Center;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Appliances;0,80;-454;5;178
Tecnologia;San Antonio;United States;Becky Martin;08/09/2014;CA-2014-139892;78207;JBL Micro Wireless Portable Bluetooth Speaker;Central;Pessoa Física;12/09/2014;Padrão;Enviado com antecedência;Texas;Phones;0,20;9;3;144
Materiais de Escritório;Los Angeles;United States;Chad Sievert;05/08/2014;CA-2014-118962;90004;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;Oeste;Pessoa Física;09/08/2014;Padrão;Enviado com antecedência;California;Paper;0,00;10;3;21
Materiais de Escritório;Los Angeles;United States;Chad Sievert;05/08/2014;CA-2014-118962;90004;Xerox 1913;Oeste;Pessoa Física;09/08/2014;Padrão;Enviado com antecedência;California;Paper;0,00;53;2;111
Móveis;Los Angeles;United States;Chad Sievert;05/08/2014;CA-2014-118962;90004;Global Value Steno Chair, Gray;Oeste;Pessoa Física;09/08/2014;Padrão;Enviado com antecedência;California;Chairs;0,20;21;7;340
Materiais de Escritório;Chicago;United States;Jennifer Braxton;14/09/2014;US-2014-100853;60623;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;Central;Corporativo;19/09/2014;Padrão;Enviado com antecedência;Illinois;Appliances;0,80;-131;2;52
Materiais de Escritório;Chicago;United States;Jennifer Braxton;14/09/2014;US-2014-100853;60623;Avery 51;Central;Corporativo;19/09/2014;Padrão;Enviado com antecedência;Illinois;Labels;0,20;7;4;20
Materiais de Escritório;Houston;United States;Shirley Jackson;21/04/2017;US-2017-152366;77036;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;Central;Pessoa Física;25/04/2017;Correios;Envio tardio;Texas;Appliances;0,80;-243;4;97
Móveis;Newark;United States;Joel Eaton;21/11/2015;US-2015-101511;43055;Padded Folding Chairs, Black, 4/Carton;Leste;Pessoa Física;23/11/2015;Correios;Enviado com antecedência;Ohio;Chairs;0,30;-11;7;397
Materiais de Escritório;Newark;United States;Joel Eaton;21/11/2015;US-2015-101511;43055;Acme Rosewood Handle Letter Opener;Leste;Pessoa Física;23/11/2015;Correios;Enviado com antecedência;Ohio;Supplies;0,20;-4;5;16
Materiais de Escritório;New York City;United States;Jim Kriz;15/12/2015;CA-2015-137225;10009;Sanford Colorific Eraseable Coloring Pencils, 12 Count;Leste;Pequenas Empresas;19/12/2015;Padrão;Enviado com antecedência;New York;Art;0,00;1;1;3
Materiais de Escritório;Decatur;United States;David Kendrick;05/12/2014;CA-2014-166191;62521;Tenex File Box, Personal Filing Tote with Lid, Black;Central;Corporativo;09/12/2014;Correios;Envio tardio;Illinois;Storage;0,20;2;2;25
Tecnologia;Decatur;United States;David Kendrick;05/12/2014;CA-2014-166191;62521;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";Central;Corporativo;09/12/2014;Correios;Envio tardio;Illinois;Accessories;0,20;77;7;409
Tecnologia;Monroe;United States;Robert Marley;19/11/2014;CA-2014-158274;71203;AT&T TR1909W;Sul;Pequenas Empresas;24/11/2014;Correios;Envio tardio;Louisiana;Phones;0,00;131;4;504
Tecnologia;Monroe;United States;Robert Marley;19/11/2014;CA-2014-158274;71203;Nokia Lumia 521 (T-Mobile);Sul;Pequenas Empresas;24/11/2014;Correios;Envio tardio;Louisiana;Phones;0,00;42;5;150
Tecnologia;Monroe;United States;Robert Marley;19/11/2014;CA-2014-158274;71203;HP Standard 104 key PS/2 Keyboard;Sul;Pequenas Empresas;24/11/2014;Correios;Envio tardio;Louisiana;Accessories;0,00;7;2;29
Materiais de Escritório;Fairfield;United States;Sally Knutson;28/11/2016;CA-2016-105018;6824;Avery Poly Binder Pockets;Leste;Pessoa Física;02/12/2016;Padrão;Enviado com antecedência;Connecticut;Binders;0,00;3;2;7
Tecnologia;Los Angeles;United States;Frank Merwin;26/08/2014;CA-2014-123260;90032;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;Oeste;Pequenas Empresas;30/08/2014;Padrão;Enviado com antecedência;California;Accessories;0,00;23;8;177
Materiais de Escritório;Grand Prairie;United States;Alice McCarthy;16/07/2016;CA-2016-157000;75051;Personal Filing Tote with Lid, Black/Gray;Central;Corporativo;22/07/2016;Padrão;Enviado no dia;Texas;Storage;0,20;4;3;37
Materiais de Escritório;Grand Prairie;United States;Alice McCarthy;16/07/2016;CA-2016-157000;75051;Southworth 25% Cotton Antique Laid Paper & Envelopes;Central;Corporativo;22/07/2016;Padrão;Enviado no dia;Texas;Paper;0,20;6;3;20
Móveis;New York City;United States;Mark Packer;12/10/2015;CA-2015-102281;10035;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;Leste;Pequenas Empresas;14/10/2015;Urgente;Envio tardio;New York;Bookcases;0,20;112;4;899
Tecnologia;New York City;United States;Mark Packer;12/10/2015;CA-2015-102281;10035;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;Leste;Pequenas Empresas;14/10/2015;Urgente;Envio tardio;New York;Phones;0,00;20;6;72
Materiais de Escritório;New York City;United States;Mark Packer;12/10/2015;CA-2015-102281;10035;Xerox 205;Leste;Pequenas Empresas;14/10/2015;Urgente;Envio tardio;New York;Paper;0,00;25;8;52
Móveis;New York City;United States;Mark Packer;12/10/2015;CA-2015-102281;10035;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;Leste;Pequenas Empresas;14/10/2015;Urgente;Envio tardio;New York;Bookcases;0,20;47;3;626
Materiais de Escritório;New York City;United States;Mark Packer;12/10/2015;CA-2015-102281;10035;4009 Highlighters by Sanford;Leste;Pequenas Empresas;14/10/2015;Urgente;Envio tardio;New York;Art;0,00;7;5;20
Materiais de Escritório;Redlands;United States;Mary Zewe;31/10/2015;CA-2015-131457;92374;Poly String Tie Envelopes;Oeste;Corporativo;06/11/2015;Padrão;Enviado no dia;California;Envelopes;0,00;7;7;14
Materiais de Escritório;Hamilton;United States;Cassandra Brandow;21/03/2014;CA-2014-140004;45011;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;Leste;Pessoa Física;25/03/2014;Padrão;Enviado com antecedência;Ohio;Art;0,20;1;2;7
Materiais de Escritório;Hamilton;United States;Cassandra Brandow;21/03/2014;CA-2014-140004;45011;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;Leste;Pessoa Física;25/03/2014;Padrão;Enviado com antecedência;Ohio;Art;0,20;2;3;6
Materiais de Escritório;Westfield;United States;Valerie Mitchum;06/11/2017;CA-2017-107720;7090;Decoflex Hanging Personal Folder File;Leste;Pequenas Empresas;13/11/2017;Padrão;Envio tardio;New Jersey;Storage;0,00;12;3;46
Materiais de Escritório;Philadelphia;United States;Fred Hopkins;06/07/2017;US-2017-124303;19120;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Leste;Corporativo;13/07/2017;Padrão;Envio tardio;Pennsylvania;Binders;0,70;-2;2;3
Materiais de Escritório;Philadelphia;United States;Fred Hopkins;06/07/2017;US-2017-124303;19120;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;Leste;Corporativo;13/07/2017;Padrão;Envio tardio;Pennsylvania;Paper;0,20;6;3;16
Materiais de Escritório;Akron;United States;Maria Bertelson;24/06/2017;CA-2017-105074;44312;Southworth 25% Cotton Linen-Finish Paper & Envelopes;Leste;Pessoa Física;29/06/2017;Padrão;Enviado com antecedência;Ohio;Paper;0,20;7;3;22
Móveis;Denver;United States;Bruce Stewart;03/08/2014;CA-2014-133690;80219;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;Oeste;Pessoa Física;05/08/2014;Urgente;Envio tardio;Colorado;Tables;0,50;-162;2;219
